defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0001297		UBERON:0004535	cardiovascular system	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0025002	heart repair	UBERON:0000948	heart	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001299		UBERON:0002407	pericardium	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001300		UBERON:0001637	artery	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001301		UBERON:0001638	vein	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001277		UBERON:0001621	coronary artery	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001278	heart valve repair	UBERON:0000946	cardial valve	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001279		UBERON:0002134	tricuspid valve	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001280		UBERON:0002146	pumonary valve	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001281		UBERON:0000947	aorta	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001282		UBERON:0002368	endocrine gland	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001283		UBERON:0003889	fallopian tube	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001284		UBERON:0001264	pancreas	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001285		UBERON:0000970	eye	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001286		UBERON:0001555	digestive tract	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001287		UBERON:0000211	ligament	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001288		UBERON:0002412	vertebra	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0001289		UBERON:0002481	bone tissue	http://orcid.org/0000-0001-7941-2961	2022-07-25T20:39:14Z				
MAXO:0009082	arthroplasty	UBERON:0000982	skeletal joint	http://orcid.org/0000-0001-7941-2961	2022-06-15T17:47:14Z	"Surgical reconstruction or replacement of all or part of a malformed, diseased, degenerated, or otherwise damaged joint. NCIT:C51691"		NCIT:C51691	joint repair surgery
MAXO:0009084	hip arthroplasty	UBERON:0001486	hip joint	http://orcid.org/0000-0001-7941-2961	2022-06-15T17:47:36Z				
MAXO:0009083	knee arthroplasty	UBERON:0001485	knee joint	http://orcid.org/0000-0001-7941-2961	2022-06-15T17:47:24Z				
MAXO:0001352		UBERON:8410050	anorectum	http://orcid.org/0000-0001-7941-2961	2023-02-27T20:39:14Z				
MAXO:0001353		UBERON:0000059	large intestine	http://orcid.org/0000-0001-7941-2961	2023-02-27T20:39:14Z				
MAXO:0001354		UBERON:0000160	intestine	http://orcid.org/0000-0001-7941-2961	2023-02-27T20:39:14Z				
MAXO:0001355		UBERON:0002108	small intestine	http://orcid.org/0000-0001-7941-2961	2023-02-27T20:39:14Z				
