defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0000326		UBERON:0000033	head	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000327		UBERON:0000916	abdomen	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000328		UBERON:0001013	adipose tissue	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000329		UBERON:0001235	adrenal cortex	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000330		UBERON:0002369	adrenal gland	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000331		UBERON:0000159	anal canal	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000332		UBERON:0001245	anus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000333		UBERON:0000947	aorta	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000334		UBERON:0009853	body of uterus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000335		UBERON:0001474	bone element	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000336		UBERON:0002371	bone marrow	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000337		UBERON:0002481	bone tissue	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000338		UBERON:0000955	brain	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000339		UBERON:0002298	brainstem	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000340		UBERON:0000310	breast	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000341		UBERON:0002185	bronchus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000342		UBERON:0001153	caecum	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
