defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0010311	abdominal CT	UBERON:0000916	abdomen	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010312		UBERON:0000033	head	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010313		UBERON:0002107	liver	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010314		UBERON:0002048	lung	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010315		UBERON:0000974	neck	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010316		UBERON:0000955	brain	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010317		UBERON:0001443	chest	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010318		UBERON:0003129	skull	http://orcid.org/0000-0001-7941-2961	2020-03-31T20:39:14Z				
MAXO:0010319	CT angiogram	UBERON:0004537	blood vasculature	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z				
MAXO:0010320	CT pulmonary angiogram	UBERON:0008886	pulmonary vasculary system	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z				CT PE|CT scan for pulmonary embolism
MAXO:0001122		UBERON:0002113	kidney	http://orcid.org/0000-0001-7941-2961	2020-06-9T20:39:14Z				renal CT|renal CAT scan
