defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0000820		UBERON:0001970	bile	http://orcid.org/0000-0001-7941-2961	2021-02-15T12:00:00Z				
MAXO:0000819		UBERON:0000178	blood	http://orcid.org/0000-0001-7941-2961	2021-02-15T12:00:00Z				
MAXO:0001160		UBERON:0007311	sputum	http://orcid.org/0000-0001-7941-2961	2021-02-15T12:00:00Z				
MAXO:0001161		UBERON:0001088	urine	http://orcid.org/0000-0001-7941-2974	2021-02-15T12:00:00Z				
MAXO:0001162		UBERON:0001968	semen	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				sperm collection
MAXO:0001163		UBERON:0000173	amniotic fluid	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				
MAXO:0001164		UBERON:0000177	pus	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				
MAXO:0001165		UBERON:0000912	mucus	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				
MAXO:0001166		UBERON:0016553	respiratory system mucus	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				
MAXO:0001167		UBERON:0002306	nasal mucus	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				
MAXO:0001168		UBERON:0006314	bodily fluid	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				
MAXO:0001169		UBERON:0001359	cerebrospinal fluid	http://orcid.org/0000-0001-7941-2978	2021-02-15T12:00:00Z				cerebral spinal fluid collection
