defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0010351	abdominal radiographic procedure	UBERON:0000916	abdomen	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z			NCIT:C38102	abdominal X-ray procedure|abdominal radiography
MAXO:0010352		UBERON:0000033	head	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z				
MAXO:0010353		UBERON:0002107	liver	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z				
MAXO:0010354		UBERON:0002048	lung	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z				
MAXO:0010355		UBERON:0000974	neck	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z				
MAXO:0010356		UBERON:0001443	chest	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z			NCIT:C38103	
MAXO:0010357	lower limb radiographic procedure	UBERON:0008784	lower limb segment	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z	The X-ray examination of the blood vessels or chambers of the heart.		NCIT:C20080	lower limb radiography|lower limb X-ray
MAXO:0010358	angiography procedure	UBERON:0004537	blood vasculature	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z	The X-ray examination of the blood vessels or chambers of the heart.		NCIT:C20080	angiography
MAXO:0010359	pulmonary angiography procedure	UBERON:0008886	pulmonary vasculary system	http://orcid.org/0000-0001-7941-2961	2020-04-07T20:39:14Z	An x-ray imaging technique that involves visualization of the pulmonary vasculature after fluoroscopy-guided catheter placement and injection of an iodinated contrast medium into the pulmonary circulation.		NCIT:C154789	
MAXO:0010360	bronchography procedure	UBERON:0007196	tracheobronchial tree	http://orcid.org/0000-0001-7941-2961	2020-04-27T20:39:14Z	The radiographic examination of the tracheobronchial tree following the injection of a radiopaque material.		NCIT:C38040	bronchographic image procedure|bronchography
MAXO:0010361	cholangiography procedure	UBERON:0001173	biliary tree	http://orcid.org/0000-0001-7941-2961	2020-04-27T20:39:14Z	The radiographic examination of the bile ducts after a contrast medium has been injected.		NCIT:C61508	cholangiography|cholangiographic procedure
MAXO:0010362	cystography procedure	UBERON:0001255	bladder	http://orcid.org/0000-0001-7941-2961	2020-04-27T20:39:14Z	A radiographic procedure to obtain an image of the urinary bladder by filling the bladder with contrast medium.		NCIT:C38049	cystography|cystographic imaging procedure
MAXO:0010363	mammography procedure	UBERON:0000310	breast	http://orcid.org/0000-0001-7941-2961	2020-04-27T20:39:14Z	"A type of radiography used specifically to examine breast tissue. The procedure utilizes a low-dose of x-rays or radiation to generate an image. A mammography exam or mammogram, is used as a screening tool to detect early breast cancer in women experiencing no symptoms and to detect and diagnose breast disease."		NCIT:C16818	mammography
MAXO:0010364	myelography procedure	UBERON:0002240	spinal cord	http://orcid.org/0000-0001-7941-29610	2020-04-27T20:39:14Z	"The radiographic examination of the spinal cord and nerve roots following the injection of a contrast medium into the spinal subarachnoid space. The X-rays taken may highlight conditions such as spinal tumors, spinal cord swelling and herniated discs."		NCIT:C20175	myelography
MAXO:0010365	total body radiography procedure	UBERON:0000468	multicellular organism	http://orcid.org/0000-0001-7941-2961	2020-04-27T20:39:14Z	A radiologic test that involves the examination of the entire body in a single procedure.		NCIT:C96640	whole body radiography|total body radiography
MAXO:0010366	vaginography procedure	UBERON:0000996	vagina	http://orcid.org/0000-0001-7941-2961	2020-04-27T20:39:14Z	A radiographic examination of the vagina using the intravaginal injection of contrast medium.		NCIT:C38096	vaginography
